window_label,event_type,detected_index,published_index,detected_age_ka,published_age_ka,age_error_ka,abs_age_error_ka,tolerance_ka,best_for_window
0.6-4,strong_monsoon_start,15,212,75.623875,75.28,0.34387499999999704,0.34387499999999704,0.8,0.6-4
0.6-4,strong_monsoon_start,21,218,128.939,128.55,0.3889999999999816,0.3889999999999816,0.8,0.6-4
0.6-4,strong_monsoon_start,61,264,483.7057445691022,484.15,-0.4442554308977833,0.4442554308977833,0.8,0.6-4
0.6-4,strong_monsoon_start,75,278,626.0952,625.65,0.4451999999999998,0.4451999999999998,0.8,0.6-4
0.6-4,strong_monsoon_start,41,242,273.5077,272.85,0.6576999999999771,0.6576999999999771,0.8,0.6-4
0.6-4,strong_monsoon_start,36,237,242.40550000000002,241.65,0.755500000000012,0.755500000000012,0.8,0.6-4
0.6-4,weak_monsoon_start,83,286,26.65,26.65,0.0,0.0,0.8,0.6-4
0.6-4,weak_monsoon_start,100,305,98.65,98.65,0.0,0.0,0.8,0.6-4
0.6-4,weak_monsoon_start,110,316,166.8,166.8,0.0,0.0,0.8,0.6-4
0.6-4,weak_monsoon_start,88,291,34.749750000000006,34.75,-0.0002499999999940883,0.0002499999999940883,0.8,0.6-4
0.6-4,weak_monsoon_start,92,296,45.72975,45.73,-0.0002499999999940883,0.0002499999999940883,0.8,0.6-4
0.6-4,weak_monsoon_start,98,302,77.50971874999999,77.51,-0.0002812500000146656,0.0002812500000146656,0.8,0.6-4
0.6-4,weak_monsoon_start,91,294,42.474500000000006,42.475,-0.000499999999995282,0.000499999999995282,0.8,0.6-4
0.6-4,weak_monsoon_start,99,304,88.4242,88.425,-0.0007999999999981355,0.0007999999999981355,0.8,0.6-4
0.6-4,weak_monsoon_start,85,288,30.421,30.42,0.0009999999999976694,0.0009999999999976694,0.8,0.6-4
0.6-4,weak_monsoon_start,95,299,56.318749999999994,56.32,-0.0012500000000059686,0.0012500000000059686,0.8,0.6-4
0.6-4,weak_monsoon_start,97,301,73.34795,73.35,-0.0020499999999969987,0.0020499999999969987,0.8,0.6-4
0.6-4,weak_monsoon_start,87,290,33.417500000000004,33.42,-0.0024999999999977263,0.0024999999999977263,0.8,0.6-4
0.6-4,weak_monsoon_start,104,310,135.5525,135.55,0.0024999999999977263,0.0024999999999977263,0.8,0.6-4
0.6-4,weak_monsoon_start,82,285,24.5925,24.59,0.002500000000001279,0.002500000000001279,0.8,0.6-4
0.6-4,weak_monsoon_start,120,326,228.64578952007938,228.65,-0.00421047992062995,0.00421047992062995,0.8,0.6-4
0.6-4,weak_monsoon_start,138,341,364.34450000000004,364.35,-0.005499999999983629,0.005499999999983629,0.8,0.6-4
0.6-4,weak_monsoon_start,155,358,521.93825,521.95,-0.011750000000006366,0.011750000000006366,0.8,0.6-4
0.6-4,weak_monsoon_start,126,331,256.0625,256.05,0.012499999999988631,0.012499999999988631,0.8,0.6-4
0.6-4,weak_monsoon_start,131,337,318.0365,318.05,-0.013500000000021828,0.013500000000021828,0.8,0.6-4
0.6-4,weak_monsoon_start,115,320,187.765,187.75,0.014999999999986358,0.014999999999986358,0.8,0.6-4
0.6-4,weak_monsoon_start,160,364,560.4336,560.45,-0.016400000000089676,0.016400000000089676,0.8,0.6-4
0.6-4,weak_monsoon_start,81,284,12.7955,12.779,0.016500000000000625,0.016500000000000625,0.8,0.6-4
0.6-4,weak_monsoon_start,137,340,349.5665,349.55,0.01650000000000773,0.01650000000000773,0.8,0.6-4
0.6-4,weak_monsoon_start,166,369,632.2802999999999,632.3,-0.019700000000057116,0.019700000000057116,0.8,0.6-4
0.6-4,weak_monsoon_start,109,315,165.17000000000002,165.15,0.020000000000010232,0.020000000000010232,0.8,0.6-4
0.6-4,weak_monsoon_start,127,332,259.629,259.65,-0.020999999999958163,0.020999999999958163,0.8,0.6-4
0.6-4,weak_monsoon_start,165,368,628.8722,628.85,0.022199999999998,0.022199999999998,0.8,0.6-4
0.6-4,weak_monsoon_start,150,351,460.1738446064876,460.15,0.023844606487614328,0.023844606487614328,0.8,0.6-4
0.6-4,weak_monsoon_start,153,354,479.02443010189745,479.05,-0.025569898102560273,0.025569898102560273,0.8,0.6-4
0.6-4,weak_monsoon_start,144,346,398.8242668639125,398.85,-0.025733136087524144,0.025733136087524144,0.8,0.6-4
0.6-4,weak_monsoon_start,151,352,467.37594293626796,467.35,0.02594293626793842,0.02594293626793842,0.8,0.6-4
0.6-4,weak_monsoon_start,147,348,442.9236302395691,442.95,-0.026369760430895894,0.026369760430895894,0.8,0.6-4
0.6-4,weak_monsoon_start,112,317,171.01999999999998,171.05,-0.03000000000002956,0.03000000000002956,0.8,0.6-4
0.6-4,weak_monsoon_start,139,342,367.3805,367.35,0.03049999999996089,0.03049999999996089,0.8,0.6-4
0.6-4,weak_monsoon_start,102,308,117.41724390302811,117.45,-0.03275609697189452,0.03275609697189452,0.8,0.6-4
0.6-4,weak_monsoon_start,90,293,39.9567,39.99,-0.033300000000004104,0.033300000000004104,0.8,0.6-4
0.6-4,weak_monsoon_start,128,333,276.91610000000003,276.95,-0.03389999999996007,0.03389999999996007,0.8,0.6-4
0.6-4,weak_monsoon_start,159,363,556.9153,556.95,-0.034700000000043474,0.034700000000043474,0.8,0.6-4
0.6-4,weak_monsoon_start,107,313,158.985,158.95,0.03500000000002501,0.03500000000002501,0.8,0.6-4
0.6-4,weak_monsoon_start,156,359,534.96475,535.0,-0.0352500000000191,0.0352500000000191,0.8,0.6-4
0.6-4,weak_monsoon_start,167,370,635.16125,635.2,-0.03875000000005002,0.03875000000005002,0.8,0.6-4
0.6-4,weak_monsoon_start,118,324,209.21,209.25,-0.03999999999999204,0.03999999999999204,0.8,0.6-4
0.6-4,weak_monsoon_start,84,287,28.584,28.625,-0.04100000000000037,0.04100000000000037,0.8,0.6-4
0.6-4,weak_monsoon_start,125,330,252.1055,252.15,-0.04449999999999932,0.04449999999999932,0.8,0.6-4
0.6-4,weak_monsoon_start,123,328,246.3985,246.45,-0.0514999999999759,0.0514999999999759,0.8,0.6-4
0.6-4,weak_monsoon_start,116,321,191.805,191.75,0.05500000000000682,0.05500000000000682,0.8,0.6-4
0.6-4,weak_monsoon_start,105,311,142.49099999999999,142.55,-0.05900000000002592,0.05900000000002592,0.8,0.6-4
0.6-4,weak_monsoon_start,106,312,144.0105,143.95,0.06050000000001887,0.06050000000001887,0.8,0.6-4
0.6-4,weak_monsoon_start,94,298,55.16625,55.23,-0.06374999999999886,0.06374999999999886,0.8,0.6-4
0.6-4,weak_monsoon_start,89,292,36.678,36.605,0.0730000000000004,0.0730000000000004,0.8,0.6-4
0.6-4,weak_monsoon_start,86,289,31.9,31.975,-0.07500000000000284,0.07500000000000284,0.8,0.6-4
0.6-4,weak_monsoon_start,119,325,221.02880523543064,220.95,0.0788052354306501,0.0788052354306501,0.8,0.6-4
0.6-4,weak_monsoon_start,80,283,3.5935912500000002,3.5,0.09359125000000024,0.09359125000000024,0.8,0.6-4
0.6-4,weak_monsoon_start,114,319,179.54500000000002,179.65,-0.10499999999998977,0.10499999999998977,0.8,0.6-4
0.6-4,weak_monsoon_start,117,323,201.265,201.15,0.11499999999998067,0.11499999999998067,0.8,0.6-4
0.6-4,weak_monsoon_start,132,338,324.273,324.15,0.1230000000000473,0.1230000000000473,0.8,0.6-4
0.6-4,weak_monsoon_start,113,318,174.70999999999998,174.85,-0.14000000000001478,0.14000000000001478,0.8,0.6-4
0.6-4,weak_monsoon_start,121,327,234.14442247686108,234.0,0.1444224768610809,0.1444224768610809,0.8,0.6-4
0.6-4,weak_monsoon_start,158,362,554.3449,554.2,0.1449000000000069,0.1449000000000069,0.8,0.6-4
0.6-4,weak_monsoon_start,152,353,475.20481637943385,475.35,-0.14518362056617207,0.14518362056617207,0.8,0.6-4
0.6-4,weak_monsoon_start,124,329,249.8965,250.05,-0.15350000000000819,0.15350000000000819,0.8,0.6-4
0.6-4,weak_monsoon_start,157,361,552.5361499999999,552.7,-0.1638500000001386,0.1638500000001386,0.8,0.6-4
0.6-4,weak_monsoon_start,108,314,162.0,162.2,-0.19999999999998863,0.19999999999998863,0.8,0.6-4
0.6-4,weak_monsoon_start,143,345,378.446,378.65,-0.2039999999999509,0.2039999999999509,0.8,0.6-4
0.6-4,weak_monsoon_start,149,350,457.5713754213539,457.35,0.22137542135385502,0.22137542135385502,0.8,0.6-4
0.6-4,weak_monsoon_start,93,297,48.6348,48.86,-0.22520000000000095,0.22520000000000095,0.8,0.6-4
0.6-4,weak_monsoon_start,140,343,369.307,369.55,-0.242999999999995,0.242999999999995,0.8,0.6-4
0.6-4,weak_monsoon_start,154,355,500.3443589192743,500.1,0.24435891927430475,0.24435891927430475,0.8,0.6-4
0.6-4,weak_monsoon_start,101,307,106.10291867522108,106.35,-0.2470813247789181,0.2470813247789181,0.8,0.6-4
0.6-4,weak_monsoon_start,148,349,453.79803214260227,453.55,0.2480321426022556,0.2480321426022556,0.8,0.6-4
0.6-4,weak_monsoon_start,141,344,371.6965,371.95,-0.2534999999999741,0.2534999999999741,0.8,0.6-4
0.6-4,weak_monsoon_start,134,339,341.413,341.15,0.26300000000003365,0.26300000000003365,0.8,0.6-4
0.6-4,weak_monsoon_start,146,347,430.43603283111156,430.15,0.2860328311115836,0.2860328311115836,0.8,0.6-4
0.6-4,weak_monsoon_start,103,309,120.84026548640617,120.55,0.2902654864061702,0.2902654864061702,0.8,0.6-4
0.6-4,weak_monsoon_start,96,300,70.1533,69.575,0.5782999999999987,0.5782999999999987,0.8,0.6-4
0.6-4,weak_monsoon_start,164,367,615.5110500000001,614.9,0.6110500000000911,0.6110500000000911,0.8,0.6-4
0.6-4,weak_monsoon_start,162,366,590.56005,589.8,0.760050000000092,0.760050000000092,0.8,0.6-4
