age_ka,d18o_raw,d18o_lowpass_10kyr,d18o_residual_lt10kyr
27.6,-8.644545454545455,-8.342976799602004,-0.3015686549434502
27.7,-8.92246153846154,-8.368318524269938,-0.5541430141916024
27.8,-9.42909090909091,-8.393435816273218,-1.0356550928176915
27.9,-9.079718309859153,-8.418298290850935,-0.6614200190082187
28.0,-8.230714285714276,-8.442877291595497,0.21216300588122117
28.1,-8.351071428571387,-8.467145938041938,0.11607450947055042
28.2,-8.331029411764707,-8.491079162125326,0.16004975036061886
28.3,-8.41876923076923,-8.514653733757013,0.09588450298778284
28.4,-8.45999999999999,-8.537848275812395,0.07784827581240528
28.5,-8.48,-8.560643268818136,0.080643268818136
28.6,-8.484426229508207,-8.583021045602393,0.0985948160941863
28.7,-8.78379310344827,-8.604965776145784,-0.17882732730248563
28.8,-9.12603448275862,-8.62646344285002,-0.49957103990859864
28.9,-9.642363636363626,-8.647501806432086,-0.9948618299315406
29.0,-9.94540983606558,-8.668070362669551,-1.2773394733960277
29.1,-9.685238095238095,-8.688160290290307,-0.9970778049477875
29.2,-8.72984375000003,-8.70776439043406,-0.0220793595659714
29.3,-8.94129032258065,-8.726877018304743,-0.214413304275908
29.4,-8.675652173913045,-8.745494007840929,0.06984183392788346
29.5,-8.257297297297292,-8.763612590402094,0.5063152931048016
29.6,-8.827123287671263,-8.781231308571014,-0.045891979100249
29.7,-8.355921052631563,-8.798349926207997,0.4424288735764339
29.8,-8.34,-8.814969335879207,0.47496933587920687
29.9,-8.497272727272746,-8.831091464737494,0.3338187374647479
30.0,-8.46,-8.846719179870862,0.3867191798708607
30.1,-7.932173913043481,-8.861856194054862,0.929682281011381
30.2,-8.442857142857147,-8.876506972751704,0.43364982989455747
30.3,-8.541857142857143,-8.89067664309045,0.3488195002333061
30.4,-8.535588235294108,-8.904370905439045,0.3687826701449364
30.5,-8.773861386138611,-8.917595948048168,0.14373456190955736
30.6,-8.605714285714287,-8.930358365125349,0.3246440794110619
30.7,-9.215263157894736,-8.94266507859777,-0.2725980792969658
30.8,-9.436526315789473,-8.954523263746262,-0.48200305204321126
30.9,-9.002747252747257,-8.96594027884397,-0.03680697390328724
31.0,-8.815,-8.976923598918491,0.1619235989184915
31.1,-8.88711340206186,-8.98748075377551,0.10036735171364874
31.2,-8.894388489208632,-8.997619270455253,0.1032307812466211
31.3,-8.893875968992248,-9.007346620313715,0.11347065132146739
31.4,-8.76947368421053,-9.01667017091713,0.247196486706601
31.5,-8.797313432835823,-9.025597142917228,0.22828371008140458
