realization_id,catalogue_kind,event_type,event_label,n_events,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
35,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.38665108194985,0.23991481805900572,5.525675512731438,0.003780294078102461,3175,95,19.073156437274406,7.216335288929925e-05,-15.056725156303514,0.14482499055871156,31.298573616439057,2.660705015009774e-06,-23.270777508336323,True,-407.48203890968085,-417.01861712831806,-423.1313257179004,-428.3726718739953,0.39391172877816905,3.962288643984167
35,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.34419033478764,0.22524944684894674,5.073731330575648,0.006013503013828719,3175,99,14.62544501254672,0.000666998669853445,-10.609013731575828,0.10656594439593625,36.221330329132684,2.6056366772174853e-07,-28.19353422102995,True,-421.5080250532007,-428.82074755947406,-439.61869021776704,-442.32636305802725,235.24842062483634,3.225558848286297
36,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.206724053258572,0.24005520110864123,5.532143959613778,0.003755321842466808,3175,95,17.44090478586702,0.00016321333765710963,-13.424473504896127,0.1324310886483523,30.796797307140764,3.367920836095739e-06,-22.76900119903803,True,-406.46896054081805,-415.18941293375156,-421.8673591943884,-428.3726718739946,2.193671477651976,3.67951839712996
36,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.4964534517674,0.18168296823203892,3.3008700945604064,0.03645157861782014,3175,99,9.839799692462066,0.007299861918862276,-5.823368411491174,0.0716961122204837,36.07503299346797,2.7926493665060033e-07,-28.047236885365237,True,-419.8119481044861,-424.7318479507171,-437.84946460122006,-442.3263630580298,237.53436174622433,2.5837210646327815
37,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.883122318444496,0.24153999243837623,5.600790522924561,0.0035002048566413805,3175,95,18.449109985481755,9.858859299630729e-05,-14.432678704510863,0.14008652360457677,35.80537664034739,3.173107786409333e-07,-27.777580532244656,True,-402.32298632328644,-411.5475413160273,-420.22567464346014,-428.37267187399226,0.8392873821875463,3.782083960511297
37,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.07565776791756,0.21833613767453472,4.767066901463338,0.00822274411560542,3175,98,11.8868267930618,0.0026230608059537165,-7.870395512090909,0.08749523503192,36.59836128994607,2.1792431712372353e-07,-28.570565181843335,True,-414.7963828012074,-420.7397961977383,-433.09556344618045,-438.8533524003094,229.21981037031418,2.8128274808730747
38,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.0648939916844,0.1814583322040322,3.161004127321816,0.04197396746309193,3175,95,10.718180162991757,0.004705185495688656,-6.7017488820208655,0.08138455457106669,22.641674429823524,0.00014930112722816527,-14.61387832172079,True,-411.0791694351934,-416.4382595166893,-422.4000066501052,-428.37267187399516,0.2619463800379059,2.7275890416387534
38,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.6033877039672,0.21935312511381827,4.811579349719841,0.007857891129097643,3175,99,13.299601612899778,0.001294279891996813,-9.283170331928886,0.09690540046833014,36.1767202705845,2.661298729856872e-07,-28.148924162481762,True,-419.45777983929503,-426.1075806457449,-437.5461399745873,-442.3263630580278,229.8654917492997,3.0376557856940116
39,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.26801198297391,0.21579302131295486,4.4703962925478455,0.01111082608769509,3175,95,13.693375413356307,0.0010629707391423898,-9.676944132385415,0.10397560422042107,27.141634604111687,1.8610277267698682e-05,-19.113838496008952,True,-410.8638991060018,-417.71058681267994,-424.4347164080576,-428.3726718739932,4.528627905193863,3.1150774731200688
39,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,233.5588356994384,0.1984523123701566,3.938332028506221,0.01910535457997299,3175,99,12.191085096675124,0.0022528875087035488,-8.174653815704232,0.088828373798124,35.37666004087032,3.8871059013072367e-07,-27.348863932767586,True,-421.7540370421102,-427.8495795904478,-439.4423670625454,-442.3263630580278,242.76988501596958,2.884245245781256
40,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.671835272566717,0.25005271999078227,6.002530826379703,0.0023176619181041126,3175,95,19.50373976612093,5.818576137570859e-05,-15.487308485150038,0.1480944665230081,31.777989537238,2.12373854882656e-06,-23.750193429135265,True,-407.705521703748,-417.45739158680846,-423.594516472367,-428.37267187399505,357.8986401490118,4.039521731362123
40,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.88228234446,0.22405551943688898,5.020087579013413,0.006352051525398248,3175,98,13.39512196495275,0.001233917782580908,-9.378690683981858,0.09859732668847021,32.21626599254603,1.727942727368474e-06,-24.188469884443293,True,-419.6207155916406,-426.31827657411696,-435.7288485879136,-438.8533524003077,239.4058078016868,3.026788416192157
41,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,28.01120443241468,0.21629517867171977,4.491226014396593,0.010877536530861187,3175,95,13.949476896409465,0.0009352109415314992,-9.933045615438573,0.1059202165339216,27.220347404517838,1.7940396730233637e-05,-19.192551296415104,True,-408.69877380679264,-415.6735122549974,-422.30894750905156,-428.3726718739944,7.012581553635148,3.15275258203966
41,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,237.23119656443004,0.19940962631886996,3.9764199068631356,0.01838071525351829,3175,98,10.311527572619752,0.0057660743441468616,-6.295096291648861,0.0758999474133078,27.77884951567364,1.382857375267402e-05,-19.751053407570907,True,-421.4375321719687,-426.5932959582786,-435.32695692980553,-438.85335240031065,245.43590225633065,2.644633583435538
42,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,24.834247181766898,0.20886002885612395,4.187761118762969,0.014814623013785857,3175,95,14.630606427060798,0.0006652795607584901,-10.614175146089906,0.11109212282904637,28.191470817696313,1.1406546326934037e-05,-20.16367470959358,True,-408.05713459699473,-415.3724378105251,-422.1528700058429,-428.3726718739945,2.5544513031584515,3.255540972909434
42,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.55732306024478,0.22449659021910517,5.039871902000483,0.006225039577514831,3175,98,12.699705270397658,0.0017470045642729983,-8.683273989426766,0.09347858068548028,35.22566728678589,4.1749957117843586e-07,-27.197871178683158,True,-416.9700012328718,-423.31985386807065,-434.58283487626477,-439.54649958086884,233.65826072933004,2.95866257663771
43,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.145026860771733,0.2565630737954252,6.3191626401942536,0.0016736086561009622,3175,95,19.497052416693805,5.838064126061593e-05,-15.480621135722913,0.14804368859745437,32.0299990639154,1.8862793792363047e-06,-24.002202955812663,True,-406.0678797588204,-415.8164059671673,-422.0828792907781,-428.37267187399266,3.1051980700786728,3.996751979355124
43,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,236.92177641624986,0.20160572205309282,4.0644867164548915,0.016808214841471596,3175,99,11.3686968104588,0.003398747134135081,-7.352265529487909,0.08283617429201559,29.386869318455865,6.52289534743091e-06,-21.35907321035313,True,-423.6609907202254,-429.3453391254548,-438.35442537945335,-442.3263630580276,246.12506521438172,2.768398129866813
44,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.98972274699854,0.21779017048313554,4.553525602471032,0.010208472577818362,3175,95,15.006336545521208,0.0005513348209915366,-10.989905264550316,0.11394509113754878,28.327145462799308,1.0706315995897398e-05,-20.299349354696574,True,-409.37763857051095,-416.88080684327156,-423.5412113019106,-428.37267187399357,358.9112482949415,3.3256222438906136
44,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.80914863235918,0.2372351617626457,5.628052197654867,0.0034114381345313914,3175,98,13.47458469069727,0.0011858536958314846,-9.458153409726378,0.09918222709850663,32.40177444441099,1.5834156237683345e-06,-24.373978336308255,True,-418.2404576065133,-424.97774995186194,-434.4413448287188,-438.8533524003088,236.26093289414015,3.0673956063164307
45,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.655454356787075,0.23873877338842253,5.471635384224823,0.0039954813579391145,3175,95,15.999374220465938,0.0003355676071486134,-11.982942939495047,0.12148535707996282,26.917237041998987,2.065965389569175e-05,-18.889440933896253,True,-410.33243585230764,-418.3321229625406,-423.79105437330713,-428.37267187399385,6.602881139769882,3.4558834684102737
45,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.22563375555845,0.21089258571534852,4.447568270970562,0.011385718301217243,3175,98,11.461884128108636,0.003244019719280507,-7.445452847137744,0.08436736423911351,35.41602311610825,3.8153635328169395e-07,-27.388227008005515,True,-416.057432520354,-421.7883745844083,-433.7654440784081,-438.8533524003103,237.66488041811098,2.8238152508073466
46,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.097522697134384,0.2217673528892591,4.721352845520881,0.008602891972766365,3175,95,14.274671791283254,0.0007948668865417009,-10.258240510312362,0.10838946422948383,26.896132885218663,2.086357281430116e-05,-18.86833677711593,True,-408.56174919623254,-415.69908509187417,-422.00981563884187,-428.3726718739953,3.606127281648349,3.202358911476599
46,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,220.496874641775,0.23903215719986443,5.71363721756207,0.0031250872886311974,3175,98,13.25398520944384,0.0013241393142998804,-9.237553928472948,0.0975584629269403,33.32448765632489,1.025003445444423e-06,-25.296691548222157,True,-416.9877654150967,-423.6147580198186,-433.65000924325915,-438.85335240030975,224.1056221974392,3.043308522213097
47,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.85717765346966,0.21081532326100558,4.266537650077659,0.013673675950592839,3175,95,12.168546432783273,0.002278419640701442,-8.152115151812382,0.09239737680738692,23.078550843840276,0.0001221318120624113,-15.050754735737542,True,-411.67499745004494,-417.7592706664366,-423.2142728719651,-428.37267187399414,3.8294257471041813,2.938313327553256
47,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.17835840597056,0.2165984483441962,4.691488782511343,0.008881234265853891,3175,98,12.334000732673076,0.0020975183600985283,-8.317569451702184,0.09078674332320555,34.12165254957017,7.035823031975498e-07,-26.093856441467437,True,-416.7454833600991,-422.91248372643565,-433.8063096348842,-438.853352400309,236.05644388364956,2.953765361466774
48,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.753099953602124,0.23555331112615985,5.326594788719756,0.004635162700221365,3175,94,16.3156386172642,0.0002864864526456277,-12.299207336293307,0.1252047389471464,25.298810807759878,4.3807328231601494e-05,-17.271014699657144,True,-406.2364717998268,-414.3942911084589,-418.88587720370674,-424.8582041313384,8.517541784522205,3.4860425174624488
48,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,214.25154409615214,0.23975982814478608,5.748477519201735,0.003015486006307071,3175,98,14.38597976284018,0.0007518378506351205,-10.369548481869288,0.1058907227662169,35.99531278394795,2.900128025528558e-07,-27.967516675845218,True,-418.91458169489187,-426.10757157631195,-436.91223808686584,-438.85335240030827,222.74434334928708,3.1682255515209294
49,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.27396480810876,0.2346281726882741,5.284836424227703,0.0048375367599894185,3175,95,18.17306607190801,0.00011317977933270406,-14.156634790937119,0.13799048578783768,31.432995808711212,2.497796101932338e-06,-23.405199700608478,True,-409.1564695313075,-418.2430025672615,-424.8729674356631,-428.37267187399385,358.7835801633427,3.7642407666256337
49,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,228.36033602867795,0.21180608080967192,4.486181586795327,0.010946890615812643,3175,98,10.44150270195496,0.0054032678503291975,-6.425071420984068,0.07685665391601598,28.93484974282444,8.059261103183442e-06,-20.907053634721706,True,-419.9854381591499,-425.2061895101274,-434.4528630305621,-438.8533524003103,238.22721329912173,2.642679062753415
50,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.925593572234977,0.21163734988333524,4.299875315101561,0.01321756404274514,3175,95,15.043578832261232,0.0005411633325268442,-11.02714755129034,0.11422787672908138,28.263101433774636,1.1031357029523894e-05,-20.235305325671902,True,-409.18259211075645,-416.70438152688706,-423.31414282764376,-428.3726718739931,358.96235770607916,3.3530436097104106
50,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.99029898606602,0.220512782278952,4.862588714840448,0.007459550118964564,3175,99,13.123916071164786,0.0014131160681591975,-9.107484790193894,0.09562529612582023,34.99454227965896,4.6573551674354715e-07,-26.966746171556224,True,-420.0792271256338,-426.6411851612162,-437.5764982654633,-442.3263630580278,237.79875042260917,3.0058107725269774
51,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,36.78711406418769,0.23878671984534974,5.473833367152149,0.003986495911568699,3175,95,15.894713864874007,0.00035359550745701305,-11.878282583903115,0.12069065720633042,29.412909656194074,6.4438584137380385e-06,-21.38511354809134,True,-409.50895132858346,-417.45630826102047,-424.2154061566805,-428.37267187399493,14.932324733728155,3.425347403493223
51,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,234.67408428602099,0.20830857516667778,4.339246248797145,0.012712400994700638,3175,99,12.730518179745104,0.0017202956904624781,-8.714086898774212,0.09275886588820734,33.75645464833906,8.35994584057606e-07,-25.728658540236324,True,-420.8989353714246,-427.26419446129717,-437.77716269559414,-442.3263630580266,243.01228091642065,2.93592030726233
52,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,26.949808090192764,0.18666489677361117,3.3450032340002798,0.034842719859646626,3175,95,11.503460124905018,0.003177279147429565,-7.487028843934127,0.08734728881718108,26.340278200620673,2.701813555765734e-05,-18.31248209251794,True,-408.32552169707054,-414.07725175952305,-421.4956607973809,-428.3726718739952,3.7210511850529966,2.8182800083014126
52,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,225.48321974793893,0.19113564508150396,3.653283482072265,0.025510899661802096,3175,98,8.58233148860836,0.013688958167363978,-4.565900207637469,0.06317187284632897,31.571320533887615,2.3405249864844326e-06,-23.54352442578488,True,-417.8622803219523,-422.1534460662565,-433.6479405888961,-438.8533524003094,235.15696354071665,2.4108974349332075
53,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.700653377506423,0.26354253337571487,6.6676480222166195,0.0011688066632713572,3175,95,19.433866943544444,6.025448962500005e-05,-15.417435662573553,0.1475639129723554,31.779253139974685,2.122476588563233e-06,-23.75145703187195,True,-406.0327622311263,-415.7496957028985,-421.92238880111364,-428.3726718739925,5.969140198899628,4.056581237198931
