realization_id,catalogue_kind,event_type,event_label,n_events,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
80,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.92883830202405,0.22454643886897027,5.04211032087362,0.00621082936860171,3175,98,13.134793329088893,0.00140545151540573,-9.118362048118001,0.0966811285662142,33.709314990630446,8.548044590624651e-07,-25.681518882527712,True,-417.08142969985636,-423.6488263644008,-433.9360871951716,-438.8533524003084,232.84546819580942,3.0029581590923513
81,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.375891531889337,0.2400517597383347,5.531985345933232,0.0037559322233640777,3175,95,17.068248394540888,0.00019664230362673066,-13.051817113569996,0.12960145955507973,29.33035163106433,6.697771708342719e-06,-21.302555522961597,True,-406.8177001556875,-415.3518243529579,-421.48287597121964,-428.3726718739921,3.3837919260520715,3.613110513395804
81,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.69859504515082,0.2349165839949976,5.518580143587877,0.003816054360764328,3175,99,14.100120345586674,0.0008673567644573857,-10.083689064615783,0.1027382510026034,34.62346453951557,5.55059618807154e-07,-26.595668431412832,True,-420.96331498892283,-428.01337516171617,-438.2750472586806,-442.3263630580277,229.51865073848157,3.1118567195487787
82,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.742003462267668,0.234823609313601,5.293644239142404,0.004794132639964742,3175,95,16.44533504145045,0.0002684978851117292,-12.428903760479557,0.12487159636872662,28.196885194778474,1.137774847505159e-05,-20.16908908667574,True,-408.30278727814425,-416.5254547988695,-422.4012298755335,-428.3726718739947,1.1185685775694785,3.550859422070719
82,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.83459452441758,0.20005475157711744,4.002190362858217,0.017905996543780844,3175,99,10.721975732399983,0.004696264534334396,-6.705544451429091,0.07812394554376398,33.20212221300744,1.0858994631190339e-06,-25.174326104904708,True,-421.1392301975438,-426.5002180637438,-437.7402913040475,-442.32636305803,236.8034648913708,2.6833575598850627
83,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.2511479368605,0.2574237590944605,6.361631207646994,0.0016020273834983954,3175,95,20.544628960201408,3.4577254374305444e-05,-16.528197679230516,0.15599807535677027,35.95776247640299,2.952172263721436e-07,-27.929966368300256,True,-404.55407833830657,-414.82639281840727,-422.53295957650806,-428.37267187399164,3.442280942770021,4.127878013968225
83,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,217.57134706754414,0.20091849256292524,4.036824065375824,0.017287165518654155,3175,98,10.027588969550038,0.006645638628754759,-6.0111576885791465,0.07380996366552404,34.210766334829145,6.745811475694128e-07,-26.18297022672641,True,-416.8045208585274,-421.8183153433024,-433.90990402594196,-438.8533524003085,226.93850552111257,2.5958195378517948
84,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,24.424887316065636,0.21650717330102007,4.500034184716602,0.010780358202928,3175,95,14.57988767848883,0.0006823663738914381,-10.563456397517939,0.11070700868670494,27.68873881210959,1.4422100409012224e-05,-19.660942704006857,True,-407.94212580398187,-415.2320696432263,-421.78649521003666,-428.37267187399385,5.541552557411891,3.285292945502959
84,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,226.9065705674149,0.21053538091354934,4.432514661641332,0.011561500377799674,3175,98,12.00309512781871,0.0024749191159757077,-7.986663846847819,0.08835105008276803,35.78161359335638,3.20901566960682e-07,-27.75381748525365,True,-417.9911196543974,-423.99266721830674,-435.88192645107557,-438.85335240030906,234.37801211054818,2.8433364588234955
85,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,11.938229195920542,0.22406742162642923,4.819796105694337,0.0077807341721936474,3175,95,16.676525256804098,0.0002391875397951355,-12.660093975833206,0.12662705414342537,30.725861272648103,3.4819705064561847e-06,-22.69806516454537,True,-405.2583908222663,-413.5966534506683,-420.62132145859033,-428.372671873993,352.73686780206714,3.5546828768430605
85,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.7017718198505,0.23193336613237092,5.379308632549242,0.004400491210032348,3175,98,13.99188758105538,0.00091558826149559,-9.975456300084488,0.1029899327850228,38.83913024489209,7.52032336248697e-08,-30.811334136789355,True,-414.8437437078707,-421.8396874983984,-434.26330883031676,-438.8533524003061,229.4241697496911,3.154139115601332
86,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.689494347661617,0.20846927952866992,4.17210628869146,0.01505239127016281,3175,95,15.07412367357233,0.0005329612507161482,-11.057692392601439,0.11445980773478803,27.856479706478694,1.3336777119249987e-05,-19.82868359837596,True,-406.6412519665938,-414.17831380338,-420.56949181983316,-428.3726718739961,352.7866452779303,3.340188311796415
86,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,215.22616733745903,0.25266930422142964,6.384177729574136,0.00157017252106383,3175,98,15.108940516904795,0.0005237635277340065,-11.092509235933903,0.11121221202461673,37.702856517025566,1.290388517725189e-07,-29.675060408922832,True,-416.3761127093113,-423.9305829677637,-435.2275409678241,-439.5464995808677,219.4872402456079,3.301780203430951
87,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.654970761093741,0.22359084065880466,4.799314946545054,0.007945083882137,3175,94,20.064690077698287,4.3954962014632356e-05,-16.048258796727396,0.15397462165994313,36.89925925368516,1.889465626282584e-07,-28.871463145582425,True,-399.2319236235978,-409.26426866244697,-417.6815532504404,-424.858204131339,353.9168740722184,4.098963007486566
87,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.1061011940952,0.19611776101255127,3.8462176184576173,0.020977513314613744,3175,98,9.667850658679981,0.00795523298827766,-5.6514193777090895,0.07116204184353422,29.136601394761783,7.333454600126276e-06,-21.10880528665905,True,-419.861949021795,-424.695874351135,-434.4302497191759,-438.8533524003097,238.75312728880823,2.588036320131685
88,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.338436134528827,0.23106766804994838,5.125657652931949,0.0056928697445200495,3175,95,17.81322900106386,0.0001354897589057863,-13.796797720092968,0.13525819548449627,33.496457812624385,9.451301677428837e-07,-25.46866170452165,True,-404.1495134218473,-413.05612792237923,-420.8977423281595,-428.3726718739955,0.9441003147946576,3.748924540562333
88,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,212.61453329273309,0.25633104028112014,6.5705602211601235,0.0012961955861007786,3175,98,17.183447336118547,0.00018563583716844006,-13.167016055147656,0.1264820115163005,44.11664103761859,6.067653757127753e-09,-36.08884492951586,True,-412.4421759127376,-421.03389958079686,-434.5004964315469,-438.8533524003105,217.1124272951935,3.5417329203992995
89,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.998797991687578,0.272056611061004,7.105420763711845,0.0007437898552016895,3175,95,20.82975422855077,2.9983086630296003e-05,-16.813322947579877,0.15816306909719005,31.526069869356434,2.3908567726109434e-06,-23.4982737612537,True,-406.8795915362739,-417.2944686505493,-422.6426264709521,-428.37267187399385,2.6442701701176348,4.255362547162274
89,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.15992378996918,0.21972714175223515,4.828001682260684,0.007727389291401168,3175,98,12.531629940986363,0.001900164209497046,-8.515198660015471,0.09224143045977898,36.79630891339923,1.9840081658475271e-07,-28.768512805296496,True,-416.6541342338287,-422.9199492043219,-435.0522886905283,-438.8533524003078,236.9884093903384,2.9467798724687078
90,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,12.706686806158894,0.24652580640066843,5.834397429263985,0.0027544235575403552,3175,95,19.950756725015708,4.6531625302667046e-05,-15.934325444044816,0.15148872520611736,32.536934663145985,1.4857584270477573e-06,-24.50913855504325,True,-407.35716727450165,-417.3325456370095,-423.62563460607464,-428.3726718739929,353.86933224227664,4.116593097235967
90,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,217.68941778223058,0.21618394387406123,4.673549758894326,0.009045082563029891,3175,99,13.266340793167274,0.001315984273229885,-9.249909512196382,0.0966630508739666,39.270343971776015,6.125777921163039e-08,-31.24254786367328,True,-418.2386162721822,-424.8717866687658,-437.8737882580702,-442.32636305802646,224.3609172219927,3.028047641660823
91,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,10.963095040625074,0.19185739216117817,3.533688856981259,0.028780687709370277,3175,95,14.298469907643607,0.0007854647683240961,-10.282038626672716,0.10857016646346056,28.367094300052827,1.0508409330111681e-05,-20.339298191950093,True,-406.13064666497957,-413.27988161880137,-420.314193815006,-428.37267187399345,349.453398870356,3.2475420603572225
91,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,228.07466740254642,0.22696469940600708,5.151297477645915,0.0055554799078996,3175,98,13.016484752577298,0.0014910982107985177,-9.000053471606407,0.09581029593035753,31.138546814187293,2.8684939370990576e-06,-23.11075070608456,True,-418.12829842511167,-424.6365408014003,-433.6975718322053,-438.85335240030867,235.38931616793778,3.018883186897917
92,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,12.131711719224771,0.24425598382767832,5.727454621020198,0.0030738759331899097,3175,94,22.759395733702263,1.1425100018690885e-05,-18.74296445273137,0.17465354978000897,36.757212670721856,2.0211345394824262e-07,-28.72941656261912,True,-399.0385969883192,-410.41829485517036,-417.41720332368016,-424.85820413134127,353.52842554562164,4.616112977047215
92,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.32689168584218,0.22756034356749166,5.1783709964554845,0.005403924653060561,3175,98,13.158285755085444,0.0013890393615774573,-9.141854474114552,0.09685404900745745,33.388417620173755,9.945540313971771e-07,-25.36062151207102,True,-418.3182321033665,-424.8973749809092,-435.01244091345336,-438.85335240030895,238.03742148791775,3.0177446108142814
93,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.070468410634913,0.24840761094781247,5.923808752972777,0.0025128448167407893,3175,95,18.426324825685356,9.971819373477232e-05,-14.409893544714464,0.13991351288329187,29.87661107322276,5.185832491541906e-06,-21.848814965120027,True,-408.1313162818583,-417.34447869470097,-423.06962181846967,-428.37267187399425,356.58781439349633,3.884019782705155
93,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,226.76344912374535,0.22037667116232043,4.856587719258551,0.00750534996156655,3175,98,13.227790088341521,0.0013415963820913833,-9.21135880737063,0.09736564878760456,37.8532538820931,1.2014457034140425e-07,-29.825457773990365,True,-415.7856797103759,-422.3995747545467,-434.71230665142247,-438.85335240030827,232.4052630518376,3.0476675518892176
94,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.992320206063864,0.2244203684448207,4.83499217019927,0.007660983618354007,3175,95,16.2120944201223,0.0003017091120019861,-12.195663139151407,0.12310056959123199,29.53548400720058,6.084440422458727e-06,-21.507687899097846,True,-407.4588899312949,-415.56493714135604,-422.2266319348952,-428.37267187399385,355.76239934791846,3.5163515424191454
94,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.85085816157616,0.18144243544636482,3.2921357380708263,0.03677512102021004,3175,99,8.98778583095077,0.011177047704692139,-4.971354549979878,0.06548805074184226,32.37291869142098,1.605079099730628e-06,-24.345122583318243,True,-421.3949964951995,-425.8888894106749,-437.58145584091,-442.3263630580286,232.38419687177574,2.44776632562124
95,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.27198407136948,0.2425269804735014,5.646656280729037,0.0033394328775165566,3175,95,18.53625837319362,9.438492535534717e-05,-14.519827092222727,0.14074825279812084,32.35419404160143,1.619294345418142e-06,-24.326397933498697,True,-404.95593979609214,-414.22406898268895,-421.13303681689285,-428.3726718739931,358.45029140205384,3.8376281315890153
95,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.06333771144412,0.23318318754248438,5.437439895247344,0.0041464414883096426,3175,98,12.490578818808672,0.001939569167061497,-8.47414753783778,0.09193926591697958,33.474693009345856,9.548857702318848e-07,-25.44689690124312,True,-418.4230820637248,-424.6683714731291,-435.1604285683977,-438.85335240030815,227.137082034024,2.9189922609063634
96,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,11.698329093703673,0.23805034069264644,5.440124611572964,0.0041265351895987375,3175,95,17.91544087029081,0.00012873938928391557,-13.899009589319917,0.1360343036784632,30.088307178611558,4.695954951490565e-06,-22.060511070508824,True,-407.7931666348435,-416.7508870699889,-422.83732022414927,-428.3726718739944,353.96086752869024,3.7523139576990254
96,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.68710138219225,0.22206323971398922,4.931208243227264,0.006955201246776002,3175,99,13.5855734922701,0.0011218381359643522,-9.569142211299209,0.09898908840874056,36.54253203259145,2.2376916334913868e-07,-28.51473592448872,True,-419.8857316320694,-426.67851837820444,-438.1569976483651,-442.3263630580285,232.34442682955506,3.051026695926094
97,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,27.05025480576489,0.22057788051955854,4.670841731952062,0.009057715919664863,3175,95,14.671473319438633,0.0006518235511597583,-10.655042038467741,0.11140243052888871,26.17783810230128,2.9136162851684957e-05,-18.150041994198546,True,-410.03447991115127,-417.3702165708706,-423.1233989623019,-428.37267187399385,6.694926329464357,3.278759654889652
97,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,208.99810095212982,0.2568195495709049,6.595628104180248,0.0012631754747953177,3175,99,15.861824541594274,0.0003594583399612075,-11.845393260623382,0.11557462427075209,36.88673827966659,1.9007197016720288e-07,-28.858942171563854,True,-418.30381570899476,-426.2347279797919,-436.74718484882806,-442.32636305802816,215.11632153050257,3.3777587617611857
98,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.06784072579302,0.19665605406383715,3.712665945596049,0.02400398714559046,3175,95,12.490169846125355,0.001939965823018845,-8.473738565154463,0.09483950577297852,24.767168482656984,5.603380761456599e-05,-16.73937237455425,True,-411.279288286879,-417.5243732099417,-423.6628725282075,-428.3726718739913,359.550799463487,2.9997296770130766
98,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,225.32367946093055,0.20126222432383606,4.050648293977811,0.01704613958858355,3175,99,11.46293207545466,0.0032423203835953325,-7.446500794483768,0.08352280433992662,34.39867753445935,6.172735815258179e-07,-26.37088142635662,True,-420.8496018819415,-426.58106791966884,-438.0489406491712,-442.32636305802686,232.05088895336095,2.7888549183322664
99,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.154029996317515,0.24019280966214315,5.538488238085875,0.0037309883640131887,3175,95,17.13760944608498,0.00018993954454474529,-13.121178165114088,0.13012812716083505,29.06157726914546,7.595426885769439e-06,-21.033781161042725,True,-409.24154896966286,-417.81035369270535,-423.7723376042356,-428.3726718739949,3.0083797180420824,3.6162477901245422
99,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.5897911083702,0.21126647596988865,4.463352386873554,0.011204261112141758,3175,98,10.519741346746855,0.005195976653387103,-6.503310065775963,0.07743254424686874,32.27295558977107,1.6824350170143086e-06,-24.24515948166834,True,-416.6871786506721,-421.9470493240455,-432.8236564455576,-438.8533524003092,232.0697567636056,2.6683953989483915
100,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.609890493105382,0.1875977588799946,3.3785202371324736,0.033680043570790276,3175,94,12.970991320972644,0.0015254044965011429,-8.954560040001752,0.0995382173094735,26.02590387609439,3.1266294374913594e-05,-17.998107767991655,True,-404.9928975825677,-411.47839324305403,-418.0058495206149,-424.8582041313383,0.6311561623111841,3.06727210542829
100,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,213.14605686201318,0.22122641533661633,4.894112684268907,0.007223485761264039,3175,98,11.567508280520087,0.0030771416756715103,-7.5510769995491955,0.08514483077422627,34.52890129518528,5.804314883420508e-07,-26.501105187082544,True,-415.6735890967474,-421.4573432370074,-432.93803974434,-438.8533524003086,219.4799277149755,2.823261802518767
101,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.511364102936614,0.22097262287078281,4.687574405605748,0.008904458924950709,3175,95,15.634905230881145,0.0004026460718793676,-11.618473949910253,0.11871789600716391,27.58113792908341,1.51641082909735e-05,-19.553341820980677,True,-409.58892606800526,-417.40637868344584,-423.37949503254697,-429.06581905455306,356.0793899265588,3.4421230081813508
101,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,240.35335044414072,0.19134322476024856,3.6612229661651,0.02530642250609711,3175,99,11.598438732003046,0.003029919080262335,-7.582007451032155,0.0845101517207842,34.825798609897106,5.044244115753911e-07,-26.79800250179437,True,-421.12637869040026,-426.9255980564018,-438.5392779953488,-442.3263630580268,248.4293153175549,2.8033800861830263
102,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.893638342449364,0.24136374531475266,5.592619925027019,0.0035296423443333886,3175,95,16.76080747089418,0.0002293173432232563,-12.744376189923287,0.12726702010291432,27.15782110203429,1.8470521126806026e-05,-19.130024993931556,True,-408.66515398672107,-417.04555772216816,-422.2440645377382,-428.3726718739948,0.7145825898739565,3.593756964662678
102,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,215.3630254228194,0.2211286617555572,4.889788504980363,0.007255421792776909,3175,99,12.507464835136261,0.001923262305102681,-8.49103355416537,0.09113362369567768,36.230975987586135,2.593754794174948e-07,-28.2031798794834,True,-420.5179865506693,-426.77171896823745,-438.6334745444624,-442.326363058029,226.17738517032453,2.9015870830049253
103,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.06952914474995,0.19858059485448645,3.7856882546651227,0.022289687594538223,3175,94,13.86681375627677,0.0009746746079168647,-9.850382475305878,0.10641267786761359,27.200103366727944,1.811035625200455e-05,-19.17230725862521,True,-401.958054888049,-408.8914617661874,-415.55810657141296,-424.8582041313377,359.07793297571726,3.174404678986642
103,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.7038397241365,0.20040752387228636,4.016317562462103,0.01765095576266969,3175,99,11.727766175589295,0.002840193521393928,-7.711334894618403,0.08545247526377778,35.27516053794113,4.078361721469393e-07,-27.2473644298384,True,-421.07679637407836,-426.940679461873,-438.7143766430489,-442.3263630580266,236.69720782162943,2.799236837644158
104,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.180456742407383,0.21331752394830938,4.368419138250005,0.012326775747203362,3175,95,13.412632838591776,0.001223161450301751,-9.396201557620884,0.10184388885000428,26.326917613787828,2.7186406178685345e-05,-18.299121505685093,True,-408.76259562671123,-415.4689120460071,-421.92605443360515,-428.37267187399135,6.188295012022759,3.116137835210541
104,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.1512035240413,0.23306661512759977,5.432004708703672,0.00416956295232579,3175,99,14.791836959589773,0.0006137526999294167,-10.775405678618881,0.10777833246079924,35.89574815252479,3.0401696323662325e-07,-27.867952044422054,True,-421.46134218696466,-428.85726066675954,-439.40921626322705,-442.3263630580265,229.3828150033805,3.232332440692618
105,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.710288740902667,0.23756855900567334,5.418126741891081,0.0042205502157118165,3175,95,19.027389347064513,7.383374559138713e-05,-15.010958066093622,0.144477475010913,33.05322183059775,1.1648822306636539e-06,-25.025425722495015,True,-405.11152968786445,-414.6252243613967,-421.6381406031633,-428.37267187399334,354.11874515869897,3.9382081298688445
105,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,216.7548156934034,0.21263096017441702,4.521192522469451,0.01056356798816963,3175,99,11.199494398160823,0.0036987986580030298,-7.183063117189931,0.08160330822570883,36.4184379025769,2.3732658851644033e-07,-28.390641794474163,True,-418.70985677775934,-424.30960397683975,-436.9190757290478,-442.32636305802777,224.65438637426317,2.7317972610970127
106,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,28.848865641547576,0.2512507082869604,6.06018416781113,0.002184353131628013,3175,95,19.671778268204775,5.349677778989391e-05,-15.655346987233884,0.1493704050158227,33.862937878974094,7.950095348245286e-07,-25.83514177087136,True,-406.48445796296085,-416.32034709706323,-423.4159269024479,-428.3726718739913,7.567399101815013,4.0237853983198475
106,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,237.13887331561605,0.21583028971192136,4.65827139571319,0.00918699831515144,3175,98,12.756470146536344,0.001698117366122525,-8.740038865565452,0.09389640928395966,34.10967523802424,7.075737603097349e-07,-26.081879129921504,True,-417.3804593759137,-423.75869444918186,-434.4352969949258,-438.85335240030764,242.02415515106824,2.961744906933838
107,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,12.269492589838022,0.22808261677373984,4.99408128713824,0.0065122406717859575,3175,95,17.089286091259964,0.00019458469386851083,-13.072854810289073,0.1297612015589131,28.587935011819923,9.478267269139617e-06,-20.56013890371719,True,-408.1956266810537,-416.74026972668366,-422.48959418696364,-428.3726718739962,352.5917700572166,3.643129067144543
107,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.6240555328293,0.2078411704576504,4.319795213720609,0.012966419352860033,3175,98,10.02362711157059,0.006658816214591432,-6.007195830599699,0.07378080166113804,33.173727142801,1.1005380779022856e-06,-25.145931034698265,True,-417.0639339699605,-422.0757475257458,-433.650797541361,-438.8533524003089,230.64194731605147,2.6045286808522787
108,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,24.776833633524213,0.21121633829540645,4.28278479004028,0.013449466522189863,3175,95,16.674869855931775,0.00023938559738101618,-12.658438574960883,0.12661448446642967,33.336657262557424,1.0191364189648011e-06,-25.30886115445469,True,-405.5059157727052,-413.84335070067107,-422.1742444039839,-428.37267187399414,357.4390395895885,3.577279556476116
108,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,226.9931073548155,0.2394205891568665,5.732221851222106,0.0030661392013401284,3175,98,13.66039538287032,0.0010806444623304501,-9.643964101899428,0.10054992181351786,32.0454441849231,1.8726181104971225e-06,-24.017648076820365,True,-418.10340712553295,-424.9336048169681,-434.1261292179945,-438.85335240031,231.9846519913448,3.1033236440660996
109,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,26.119653489830956,0.19663088532495943,3.711715686113025,0.02402713902269919,3175,95,12.502841116604259,0.0019277137604702154,-8.486409835633367,0.09493572039972419,26.036534982445232,3.1112335070770646e-05,-18.008738874342498,True,-408.5461493623452,-414.79756992064733,-421.5644168535678,-428.3726718739927,3.46365135207629,2.9658441605684875
109,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,216.25263710124253,0.2257848521280306,5.097879945047664,0.0058670185590067,3175,99,11.821417195709614,0.0027102657183249307,-7.804985914738722,0.08613484830570595,31.83839269177122,2.064241956717613e-06,-23.810596583668485,True,-422.19762176658526,-428.10833036444006,-438.11681811247087,-443.0195102385872,224.23794757931694,2.814679673631396
110,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.90809495653609,0.23891552880948394,5.479740471006274,0.003962446888341632,3175,95,18.212234214945056,0.0001109848216967611,-14.195802933974164,0.1382878946600502,31.509508018178508,2.409546579015947e-06,-23.481711910075774,True,-406.1820440146257,-415.28816112209824,-421.93679802371497,-428.3726718739939,0.14154704627778555,3.8143348347947645
110,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,230.4747724743175,0.20455104973667193,4.184113194837443,0.014884464890756966,3175,98,10.320467352361675,0.005740358143949419,-6.304036071390783,0.07596575035157468,35.08331054176733,4.4658529096691515e-07,-27.055514433664598,True,-415.34562288695156,-420.5058565631324,-432.8872781578352,-438.8533524003111,237.1548402227367,2.6392851149865213
111,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.546717842831026,0.19241778020945619,3.5543618055105206,0.028183902022383744,3175,95,13.258286237262041,0.0013212947939734117,-9.24185495629115,0.10067191476412811,27.888940984307055,1.3136326798507019e-05,-19.86114487620432,True,-408.1944653592673,-414.82360847789835,-422.13893585142085,-428.3726718739965,353.28547813738203,3.081167347611958
111,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.2464648242871,0.24227663025866586,5.869796556949428,0.0026628380348058538,3175,98,14.735377706633358,0.0006313255803359306,-10.718946425662466,0.10846253236217211,37.771132924819426,1.2492249933641943e-07,-29.743336816716692,True,-414.34742865460424,-421.7151175079209,-433.23299511701396,-438.85335240030787,222.70478808108277,3.23400365099063
112,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,26.500435132832287,0.22330804031666,4.787182163526436,0.008044066373140446,3175,94,15.275034381025193,0.00048202374072397016,-11.258603100054302,0.11721923590911418,26.3692365009,2.6656964890799587e-05,-18.341440392797267,True,-407.5428472172039,-415.1803644077165,-420.72746546765393,-424.85820413133865,8.577422912368176,3.3417463652612134
112,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.6639042601647,0.19916934888556662,3.966842953550056,0.018560306160797277,3175,99,10.893177283353111,0.004310985952804343,-6.87674600238222,0.07937137801120124,32.00043022211116,1.912710688316064e-06,-23.97263411400843,True,-422.8909716088956,-428.33756025057215,-438.8911867199512,-442.32636305802623,234.18548221526135,2.703073101523375
113,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,26.238592287818754,0.24698006870552205,5.855918816427302,0.0026942443667261847,3175,95,17.407263125098893,0.00016598194135401966,-13.390831844128002,0.13217564308436575,28.90126410947505,8.18684350724581e-06,-20.873468001372316,True,-409.35830300639304,-418.0619345689425,-423.80893506113057,-428.37267187399493,7.515558163469963,3.6778908995311177
113,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.29143821349322,0.200354370210379,4.01418736623976,0.01768917989814181,3175,98,10.85661926286582,0.004390511115580405,-6.840187981894928,0.07991219781304139,30.425956361299086,4.008208651111976e-06,-22.39816025319635,True,-419.76684740398014,-425.19515703541305,-434.9798255846297,-439.5464995808689,240.8211065585385,2.702648279063336
114,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.811934149100882,0.26357074655397233,6.669075690145759,0.0011670872273954651,3175,95,20.485426513445645,3.5616082848194816e-05,-16.468995232474754,0.15554854337601748,33.60332757236711,8.986503034099998e-07,-25.575531464264373,True,-406.63079637454064,-416.87350963126346,-423.4324601607242,-428.37267187399584,6.060258174678049,4.147065503619693
114,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,215.01939087954375,0.19317554017044933,3.731678932014488,0.02356184070598617,3175,98,9.609956243877718,0.00818888016923531,-5.593524962906827,0.0707358990622567,33.712398258321514,8.535613719585409e-07,-25.68460215021878,True,-418.578989920338,-423.3839680422769,-435.4351890494988,-438.8533524003125,225.78062544876897,2.5463728008749986
115,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.12490900233465,0.24687779231177662,5.851069856326724,0.002707688116833082,3175,95,19.577697577938352,5.60734124600913e-05,-15.56126629696746,0.1486560379353449,33.17002088302149,1.1024632298282823e-06,-25.14222477491876,True,-406.9903199330571,-416.77916872202627,-423.57533037456784,-428.37267187399317,0.7744867176243134,4.028445263286234
