order,start_time_ka_BP,original_value_in_table,transition_type,ks_window_kyr,relation_to_other_ks_window,paired_other_window_age_ka,difference_0p4_minus_0p6_ka,source_table,source_pdf_page,source_row_index_in_table,event_age_ka,event_index,event_type,event_label,ks_window_id,ks_window_label,source
59,364.35,364.35,weak_monsoon_start,0.6-4,common_same_date,364.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,134,364.35,59,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
60,367.35,367.35,weak_monsoon_start,0.6-4,common_same_date,367.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,136,367.35,60,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
61,369.55,369.55,weak_monsoon_start,0.6-4,common_same_date,369.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,139,369.55,61,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
62,371.95,371.95,weak_monsoon_start,0.6-4,common_same_date,371.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,142,371.95,62,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
63,378.65,378.65,weak_monsoon_start,0.6-4,common_same_date,378.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,145,378.65,63,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
64,398.85,398.85,weak_monsoon_start,0.6-4,common_same_date,398.85,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,148,398.85,64,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
65,430.15,430.15,weak_monsoon_start,0.6-4,common_same_date,430.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,151,430.15,65,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
66,442.95,442.95,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,441.85,-1.1,Rousseau et al. 2023 Scientific Reports Table 1,7,152,442.95,66,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
67,453.55,453.55,weak_monsoon_start,0.6-4,common_same_date,453.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,155,453.55,67,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
68,457.35,457.35,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,457.6,0.25,Rousseau et al. 2023 Scientific Reports Table 1,7,156,457.35,68,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
69,460.15,460.15,weak_monsoon_start,0.6-4,common_same_date,460.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,158,460.15,69,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
70,467.35,467.35,weak_monsoon_start,0.6-4,common_same_date,467.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,161,467.35,70,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
71,475.35,475.35,weak_monsoon_start,0.6-4,common_same_date,475.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,163,475.35,71,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
72,479.05,479.05,weak_monsoon_start,0.6-4,common_same_date,479.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,164,479.05,72,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
73,500.1,500.1,weak_monsoon_start,0.6-4,common_same_date,500.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,166,500.1,73,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
74,513.95,513.95,weak_monsoon_start,0.6-4,common_same_date,513.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,168,513.95,74,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
75,515.85,515.85,weak_monsoon_start,0.6-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,8,169,515.85,75,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
76,521.95,521.95,weak_monsoon_start,0.6-4,common_same_date,521.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,170,521.95,76,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
77,535.0,535.0,weak_monsoon_start,0.6-4,common_same_date,535.0,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,172,535.0,77,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
78,550.75,550.75,weak_monsoon_start,0.6-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,8,174,550.75,78,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
79,552.7,552.7,weak_monsoon_start,0.6-4,common_same_date,552.7,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,175,552.7,79,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
80,554.2,554.2,weak_monsoon_start,0.6-4,common_same_date,554.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,177,554.2,80,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
81,556.95,556.95,weak_monsoon_start,0.6-4,common_same_date,556.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,179,556.95,81,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
82,560.45,560.45,weak_monsoon_start,0.6-4,common_same_date,560.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,181,560.45,82,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
83,569.5,569.5,weak_monsoon_start,0.6-4,common_same_date,569.5,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,184,569.5,83,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
84,589.8,589.8,weak_monsoon_start,0.6-4,common_same_date,589.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,187,589.8,84,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
85,614.9,614.9,weak_monsoon_start,0.6-4,common_same_date,614.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,192,614.9,85,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
86,628.85,628.85,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,629.0,0.15,Rousseau et al. 2023 Scientific Reports Table 1,8,195,628.85,86,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
87,632.3,632.3,weak_monsoon_start,0.6-4,common_same_date,632.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,197,632.3,87,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
88,635.2,635.2,weak_monsoon_start,0.6-4,common_same_date,635.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,199,635.2,88,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
89,636.8,636.8,weak_monsoon_start,0.6-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,8,200,636.8,89,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
90,639.2,639.2,weak_monsoon_start,0.6-4,common_same_date,639.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,202,639.2,90,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
