order,start_time_ka_BP,original_value_in_table,transition_type,ks_window_kyr,relation_to_other_ks_window,paired_other_window_age_ka,difference_0p4_minus_0p6_ka,source_table,source_pdf_page,source_row_index_in_table,event_age_ka,event_index,event_type,event_label,ks_window_id,ks_window_label,source
74,371.55,371.55,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,7,141,371.55,74,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
75,371.95,371.95,weak_monsoon_start,0.4-4,common_same_date,371.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,142,371.95,75,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
76,378.65,378.65,weak_monsoon_start,0.4-4,common_same_date,378.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,145,378.65,76,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
77,398.85,398.85,weak_monsoon_start,0.4-4,common_same_date,398.85,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,148,398.85,77,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
78,430.15,430.15,weak_monsoon_start,0.4-4,common_same_date,430.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,151,430.15,78,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
79,441.85,441.85,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,442.95,-1.1,Rousseau et al. 2023 Scientific Reports Table 1,7,152,441.85,79,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
80,453.55,453.55,weak_monsoon_start,0.4-4,common_same_date,453.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,155,453.55,80,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
81,457.6,457.6,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,457.35,0.25,Rousseau et al. 2023 Scientific Reports Table 1,7,156,457.6,81,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
82,460.15,460.15,weak_monsoon_start,0.4-4,common_same_date,460.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,158,460.15,82,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
83,467.35,467.35,weak_monsoon_start,0.4-4,common_same_date,467.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,161,467.35,83,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
84,475.35,475.35,weak_monsoon_start,0.4-4,common_same_date,475.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,163,475.35,84,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
85,479.05,479.05,weak_monsoon_start,0.4-4,common_same_date,479.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,164,479.05,85,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
86,500.1,500.1,weak_monsoon_start,0.4-4,common_same_date,500.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,166,500.1,86,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
87,513.95,513.95,weak_monsoon_start,0.4-4,common_same_date,513.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,168,513.95,87,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
88,521.95,521.95,weak_monsoon_start,0.4-4,common_same_date,521.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,170,521.95,88,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
89,535.0,535.0,weak_monsoon_start,0.4-4,common_same_date,535.0,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,172,535.0,89,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
90,552.7,552.7,weak_monsoon_start,0.4-4,common_same_date,552.7,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,175,552.7,90,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
91,554.2,554.2,weak_monsoon_start,0.4-4,common_same_date,554.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,177,554.2,91,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
92,556.95,556.95,weak_monsoon_start,0.4-4,common_same_date,556.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,179,556.95,92,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
93,560.45,560.45,weak_monsoon_start,0.4-4,common_same_date,560.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,181,560.45,93,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
94,569.5,569.5,weak_monsoon_start,0.4-4,common_same_date,569.5,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,184,569.5,94,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
95,589.8,589.8,weak_monsoon_start,0.4-4,common_same_date,589.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,187,589.8,95,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
96,614.9,614.9,weak_monsoon_start,0.4-4,common_same_date,614.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,192,614.9,96,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
97,629.0,629.0,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,628.85,0.15,Rousseau et al. 2023 Scientific Reports Table 1,8,195,629.0,97,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
98,632.3,632.3,weak_monsoon_start,0.4-4,common_same_date,632.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,197,632.3,98,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
99,635.2,635.2,weak_monsoon_start,0.4-4,common_same_date,635.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,199,635.2,99,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
100,639.2,639.2,weak_monsoon_start,0.4-4,common_same_date,639.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,202,639.2,100,weak_monsoon_start,Weak monsoon starts,ks_0p4_4kyr,KS 0.4-4 kyr,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
1,11.129,11.129,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,10.824,-0.305,Rousseau et al. 2023 Scientific Reports Table 1,5,2,11.129,1,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
2,14.617,14.617,strong_monsoon_start,0.6-4,common_same_date,14.617,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,5,14.617,2,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
3,23.685,23.685,strong_monsoon_start,0.6-4,common_same_date,23.685,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,7,23.685,3,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
4,29.43,29.43,strong_monsoon_start,0.6-4,common_same_date,29.43,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,13,29.43,4,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
5,32.675,32.675,strong_monsoon_start,0.6-4,common_same_date,32.675,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,16,32.675,5,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
6,34.065,34.065,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,33.995,-0.07,Rousseau et al. 2023 Scientific Reports Table 1,5,18,34.065,6,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
7,35.6,35.6,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,35.535,-0.065,Rousseau et al. 2023 Scientific Reports Table 1,5,20,35.6,7,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
8,38.305,38.305,strong_monsoon_start,0.6-4,common_same_date,38.305,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,22,38.305,8,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
9,41.635,41.635,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,41.595,-0.04,Rousseau et al. 2023 Scientific Reports Table 1,5,24,41.635,9,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
10,43.615,43.615,strong_monsoon_start,0.6-4,common_same_date,43.615,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,26,43.615,10,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
11,47.25,47.25,strong_monsoon_start,0.6-4,common_same_date,47.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,29,47.25,11,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
12,53.745,53.745,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,53.8,0.055,Rousseau et al. 2023 Scientific Reports Table 1,5,33,53.745,12,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
13,58.21,58.21,strong_monsoon_start,0.6-4,common_same_date,58.21,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,38,58.21,13,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
14,59.785,59.785,strong_monsoon_start,0.6-4,common_same_date,59.785,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,39,59.785,14,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
15,65.48,65.48,strong_monsoon_start,0.6-4,common_same_date,65.48,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,40,65.48,15,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
16,72.285,72.285,strong_monsoon_start,0.6-4,common_same_date,72.285,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,45,72.285,16,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
17,75.28,75.28,strong_monsoon_start,0.6-4,common_same_date,75.28,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,47,75.28,17,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
18,76.245,76.245,strong_monsoon_start,0.6-4,common_same_date,76.245,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,48,76.245,18,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
19,84.03,84.03,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,84.13,0.1,Rousseau et al. 2023 Scientific Reports Table 1,5,51,84.03,19,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
20,89.79,89.79,strong_monsoon_start,0.6-4,common_same_date,89.79,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,54,89.79,20,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
21,105.15,105.15,strong_monsoon_start,0.6-4,common_same_date,105.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,57,105.15,21,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
22,108.55,108.55,strong_monsoon_start,0.6-4,common_same_date,108.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,60,108.55,22,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
23,128.55,128.55,strong_monsoon_start,0.6-4,common_same_date,128.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,63,128.55,23,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
24,147.65,147.65,strong_monsoon_start,0.6-4,common_same_date,147.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,71,147.65,24,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
25,149.05,149.05,strong_monsoon_start,0.6-4,common_same_date,149.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,72,149.05,25,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
26,151.75,151.75,strong_monsoon_start,0.6-4,common_same_date,151.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,74,151.75,26,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
27,157.05,157.05,strong_monsoon_start,0.6-4,common_same_date,157.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,75,157.05,27,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
28,160.5,160.5,strong_monsoon_start,0.6-4,common_same_date,160.5,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,78,160.5,28,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
29,163.8,163.8,strong_monsoon_start,0.6-4,common_same_date,163.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,80,163.8,29,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
30,168.75,168.75,strong_monsoon_start,0.6-4,common_same_date,168.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,83,168.75,30,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
31,169.55,169.55,strong_monsoon_start,0.6-4,common_same_date,169.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,84,169.55,31,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
32,173.15,173.15,strong_monsoon_start,0.6-4,common_same_date,173.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,87,173.15,32,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
33,176.25,176.25,strong_monsoon_start,0.6-4,common_same_date,176.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,89,176.25,33,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
34,177.95,177.95,strong_monsoon_start,0.6-4,common_same_date,177.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,90,177.95,34,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
35,182.55,182.55,strong_monsoon_start,0.6-4,common_same_date,182.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,92,182.55,35,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
36,190.65,190.65,strong_monsoon_start,0.6-4,common_same_date,190.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,94,190.65,36,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
37,192.65,192.65,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,192.75,0.1,Rousseau et al. 2023 Scientific Reports Table 1,6,96,192.65,37,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
38,198.85,198.85,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,198.95,0.1,Rousseau et al. 2023 Scientific Reports Table 1,6,98,198.85,38,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
39,219.05,219.05,strong_monsoon_start,0.6-4,common_same_date,219.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,101,219.05,39,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
40,225.2,225.2,strong_monsoon_start,0.6-4,common_same_date,225.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,103,225.2,40,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
41,230.75,230.75,strong_monsoon_start,0.6-4,common_same_date,230.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,105,230.75,41,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
42,241.65,241.65,strong_monsoon_start,0.6-4,common_same_date,241.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,108,241.65,42,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
43,248.35,248.35,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,248.25,-0.1,Rousseau et al. 2023 Scientific Reports Table 1,7,110,248.35,43,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
44,251.15,251.15,strong_monsoon_start,0.6-4,common_same_date,251.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,112,251.15,44,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
45,258.75,258.75,strong_monsoon_start,0.6-4,common_same_date,258.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,115,258.75,45,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
46,264.0,264.0,strong_monsoon_start,0.6-4,common_same_date,264.0,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,117,264.0,46,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
47,272.85,272.85,strong_monsoon_start,0.6-4,common_same_date,272.85,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,118,272.85,47,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
48,293.9,293.9,strong_monsoon_start,0.6-4,common_same_date,293.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,122,293.9,48,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
49,315.45,315.45,strong_monsoon_start,0.6-4,common_same_date,315.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,124,315.45,49,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
50,316.25,316.25,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,316.35,0.1,Rousseau et al. 2023 Scientific Reports Table 1,7,125,316.25,50,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
51,332.45,332.45,strong_monsoon_start,0.6-4,common_same_date,332.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,128,332.45,51,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
52,333.85,333.85,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,334.05,0.2,Rousseau et al. 2023 Scientific Reports Table 1,7,129,333.85,52,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
53,337.35,337.35,strong_monsoon_start,0.6-4,common_same_date,337.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,130,337.35,53,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
54,351.15,351.15,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,351.45,0.3,Rousseau et al. 2023 Scientific Reports Table 1,7,133,351.15,54,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
55,365.65,365.65,strong_monsoon_start,0.6-4,common_same_date,365.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,135,365.65,55,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
56,368.1,368.1,strong_monsoon_start,0.6-4,common_same_date,368.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,137,368.1,56,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
57,370.75,370.75,strong_monsoon_start,0.6-4,common_same_date,370.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,140,370.75,57,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
58,377.25,377.25,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,377.45,0.2,Rousseau et al. 2023 Scientific Reports Table 1,7,144,377.25,58,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
59,390.8,390.8,strong_monsoon_start,0.6-4,common_same_date,390.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,146,390.8,59,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
