dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,beta_intercept,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,beta_AT_scaled,beta_obl_scaled,beta_ecc_scaled,beta_insol65N_scaled,delta_AICc,rank_AICc
weak_monsoon_start,Weak monsoon starts,base_plus_ecc,Base + eccentricity,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+ecc_scaled,0.2,3200,100,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-430.45605659483215,872.9121131896643,872.9384207374251,909.3375497223913,99.99997710309282,0.5072153175208274,0.15624996422358253,-2.0252960560517175,0.6506702770387869,-1.6929285055802472,-0.42756622877242545,-0.2604368369776844,0.5006398166762358,4.165294501137353,238.65379534422001,2.7217624590386977,,,0.12814265090939334,,1.9254436998762685,4.0
weak_monsoon_start,Weak monsoon starts,base_plus_obl,Base + obliquity,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+obl_scaled,0.2,3200,100,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-430.4791937176128,872.9583874352256,872.9846949829864,909.3838239679526,99.99999105922049,0.524728127853182,0.15624998603003204,-2.024785484592716,0.5258338649950272,-1.7361710262283239,-0.42124483250006706,-0.26627065847096043,0.4983445318959248,4.148697278371301,237.7028445280868,2.7092966536077983,,-0.07368273588271099,,,1.9717179454376037,5.0
weak_monsoon_start,Weak monsoon starts,all_without_ecc,All extra except eccentricity,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+AT_scaled+obl_scaled+insol65N_scaled,0.2,3200,100,8,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-429.7104941216506,875.4209882433012,875.4661151627622,923.9882369536037,99.99999747426591,0.50536015337845,0.15624999605354048,-2.0359412109382196,0.5723296902650385,-1.7946544032978113,-0.4392146540718232,0.10371907876562168,0.45129498075141555,4.944287323886036,283.2867963587022,2.4659816450401437,0.19291333096271268,0.5796406467664668,,-1.7908462980220676,4.4531381252134,6.0
weak_monsoon_start,Weak monsoon starts,all_without_AT,All extra except AT,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+obl_scaled+ecc_scaled+insol65N_scaled,0.2,3200,100,8,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-429.75332791658786,875.5066558331757,875.5517827526368,924.0739045434783,99.99984761446292,0.4868058844146322,0.15624976189759832,-2.0346820819326474,0.541321347385588,-1.8083164580878193,-0.42825274704061683,0.11465323452437652,0.4433348390717069,4.97397758673973,284.9879231128529,2.4270333748747253,,0.5449459369563688,0.06668093493449177,-1.80608276762462,4.53880571508796,7.0
weak_monsoon_start,Weak monsoon starts,all_without_obl,All extra except obliquity,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+AT_scaled+ecc_scaled+insol65N_scaled,0.2,3200,100,8,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-430.0963883410063,876.1927766820125,876.2379036014736,924.7600253923151,100.00005431342646,0.5538875908715866,0.15625008486472886,-2.0303959817038963,0.47143951775774173,-1.827745510126507,-0.42356666578664204,-0.12180484626421736,0.44073250497219124,4.43237498259429,253.95637972202454,2.414434286927643,0.0933444233734262,,0.051323545868225434,-0.7301687994471651,5.224926563924782,8.0
weak_monsoon_start,Weak monsoon starts,all_without_insol65N,All extra except 65N insolation,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+AT_scaled+obl_scaled+ecc_scaled,0.2,3200,100,8,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-430.3764323169142,876.7528646338284,876.7979915532894,925.320113344131,99.99970814585754,0.5371393349590187,0.15624954397790242,-2.027037630981101,0.683089147239845,-1.693001126495228,-0.4392422299519164,-0.2690938424334906,0.5151167174619287,4.162732989015376,238.50703151045914,2.801719777612509,0.22085732159858285,-0.0058397132622999325,0.09359724669520635,,5.785014515740613,9.0
weak_monsoon_start,Weak monsoon starts,extended_all,Base + all extra forcings,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos+AT_scaled+obl_scaled+ecc_scaled+insol65N_scaled,0.2,3200,100,9,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-429.70542803866215,877.4108560773243,877.4672824096127,932.0490108764146,99.99997572978009,0.5021167528575878,0.15624996207778138,-2.035827999180516,0.6027105664377018,-1.7875130535722996,-0.44008519135083907,0.10364497660463033,0.4521252667366413,4.943685299943989,283.25230292765707,2.470079986893584,0.1847665403008697,0.5791058512594768,0.04633622102808164,-1.7764098455188404,6.454305372063914,10.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.2,3200,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-436.5155645176957,879.0311290353914,879.0386384221248,897.2438473017548,99.99998205484539,0.335837361420017,0.15624997196069593,-1.9655093619597217,0.4778653340762015,-1.7810966754389803,,,,,,,,,,,8.025661384575983,11.0
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.2,3200,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-441.04337661984033,888.0867532396807,888.0942626264141,906.2994715060441,99.99994307282158,0.2375213372503959,0.15624991105128372,-1.9169807563053542,,,-0.35147000950033086,-0.3261484589560766,0.4794830391761384,3.9643418858294703,227.14005860496232,2.608997579364884,,,,,17.081285588865285,12.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3200,100,1,True,analytic stationary MLE,-446.5735902799727,895.1471805599454,895.1484313416839,901.2180866487332,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,,,,,24.135454304135123,13.0
