variant_id,variant_label,event_type,detected_index,published_index,detected_age_ka,published_age_ka,age_error_ka,abs_age_error_ka
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,101,40,172.89,173.15,-0.2600000000000193,0.2600000000000193
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,75,128,132.98649999999998,133.25,-0.26350000000002183,0.26350000000002183
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,95,137,165.42000000000002,165.15,0.27000000000001023,0.27000000000001023
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,202,88,583.2346,582.95,0.2845999999999549,0.2845999999999549
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,197,86,561.9509,562.25,-0.29909999999995307,0.29909999999995307
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,123,151,234.46494667593333,234.15,0.3149466759333279,0.3149466759333279
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,3,0,11.14812,10.824,0.32412000000000063,0.32412000000000063
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,97,38,168.42000000000002,168.75,-0.3299999999999841,0.3299999999999841
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,168,73,449.7844123349564,449.45,0.33441233495642564,0.33441233495642564
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,125,152,246.3985,246.75,-0.35149999999998727,0.35149999999998727
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,203,190,590.15975,589.8,0.3597500000000764,0.3597500000000764
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,176,179,474.96885768529137,475.35,-0.38114231470865434,0.38114231470865434
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,72,29,128.939,128.55,0.3889999999999816,0.3889999999999816
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,169,175,453.16077838063734,453.55,-0.3892216193626723,0.3892216193626723
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,67,127,120.97506194658271,120.55,0.4250619465827157,0.4250619465827157
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,204,89,593.47185,593.9,-0.4281499999999596,0.4281499999999596
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,209,91,626.0952,625.65,0.4451999999999998,0.4451999999999998
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,15,100,26.19475,26.65,-0.4552499999999995,0.4552499999999995
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,141,60,334.524,334.05,0.47399999999998954,0.47399999999998954
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,213,193,631.7891,632.3,-0.5108999999999924,0.5108999999999924
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,165,173,430.72856418370407,430.15,0.5785641837040885,0.5785641837040885
no_pre_18_25kyr,18-25 kyr removed,strong_monsoon_start,121,49,231.42677336359188,230.75,0.6767733635918773,0.6767733635918773
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,154,170,372.62850000000003,371.95,0.6785000000000423,0.6785000000000423
no_pre_18_25kyr,18-25 kyr removed,weak_monsoon_start,134,157,276.21000000000004,276.95,-0.7399999999999523,0.7399999999999523
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,103,38,168.75,168.75,0.0,0.0
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,41,16,55.745000000000005,55.745,7.105427357601002e-15,7.105427357601002e-15
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,181,74,458.90002063725,458.9,2.0637250031541043e-05,2.0637250031541043e-05
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,32,11,43.61525,43.615,0.0002500000000011937,0.0002500000000011937
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,50,20,69.1803,69.18,0.0002999999999957481,0.0002999999999957481
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,0,96,3.49957375,3.5,-0.00042624999999985036,0.00042624999999985036
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,31,109,42.474500000000006,42.475,-0.000499999999995282,0.000499999999995282
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,40,114,55.2305,55.23,0.0005000000000023874,0.0005000000000023874
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,59,25,85.00075,85.0,0.0007499999999964757,0.0007499999999964757
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,218,89,593.90095,593.9,0.0009499999999889042,0.0009499999999889042
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,43,17,58.211200000000005,58.21,0.0012000000000043087,0.0012000000000043087
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,28,108,39.9567,39.955,0.0016999999999995907,0.0016999999999995907
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,143,54,264.0017,264.0,0.0017000000000280124,0.0017000000000280124
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,45,18,59.7829,59.785,-0.0020999999999986585,0.0020999999999986585
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,20,104,31.972749999999998,31.975,-0.002250000000003638,0.002250000000003638
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,22,105,33.417500000000004,33.42,-0.0024999999999977263,0.0024999999999977263
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,37,13,49.64745,49.65,-0.002549999999999386,0.002549999999999386
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,57,24,84.127425,84.13,-0.0025749999999931106,0.0025749999999931106
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,21,6,32.67225,32.675,-0.00274999999999892,0.00274999999999892
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,27,9,38.308,38.305,0.0030000000000001137,0.0030000000000001137
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,33,110,44.48835,44.485,0.0033499999999975216,0.0033499999999975216
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,158,63,365.6535,365.65,0.003500000000030923,0.003500000000030923
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,16,4,27.958750000000002,27.955,0.003750000000003695,0.003750000000003695
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,224,192,629.0041,629.0,0.004099999999993997,0.004099999999993997
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,131,149,228.64578952007938,228.65,-0.00421047992062995,0.00421047992062995
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,86,131,142.555,142.55,0.0049999999999954525,0.0049999999999954525
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,91,31,147.655,147.65,0.0049999999999954525,0.0049999999999954525
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,96,36,160.495,160.5,-0.0049999999999954525,0.0049999999999954525
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,134,151,234.14442247686108,234.15,-0.005577523138924789,0.005577523138924789
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,227,94,633.30795,633.3,0.00795000000005075,0.00795000000005075
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,201,81,548.24005,548.25,-0.009950000000003456,0.009950000000003456
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,90,133,147.04000000000002,147.05,-0.009999999999990905,0.009999999999990905
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,92,32,149.04000000000002,149.05,-0.009999999999990905,0.009999999999990905
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,173,71,426.0392601558315,426.05,-0.010739844168483614,0.010739844168483614
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,5,2,14.627749999999999,14.617,0.010749999999998039,0.010749999999998039
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,196,183,521.93825,521.95,-0.011750000000006366,0.011750000000006366
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,144,55,272.8619,272.85,0.011899999999968713,0.011899999999968713
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,199,80,531.73785,531.75,-0.012150000000019645,0.012150000000019645
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,163,170,371.9625,371.95,0.012499999999988631,0.012499999999988631
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,193,181,500.0869295716733,500.1,-0.013070428326727779,0.013070428326727779
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,191,78,483.63690170929044,483.65,-0.013098290709535831,0.013098290709535831
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,162,65,370.7645,370.75,0.014499999999998181,0.014499999999998181
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,160,64,368.115,368.1,0.014999999999986358,0.014999999999986358
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,108,141,174.865,174.85,0.01500000000001478,0.01500000000001478
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,208,188,560.4336,560.45,-0.016400000000089676,0.016400000000089676
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,149,58,316.33349999999996,316.35,-0.016500000000064574,0.016500000000064574
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,195,182,513.96695,513.95,0.016949999999951615,0.016949999999951615
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,183,75,463.1322604417651,463.15,-0.017739558234893593,0.017739558234893593
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,170,69,393.5816900862267,393.6,-0.018309913773350672,0.018309913773350672
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,98,37,163.82,163.8,0.01999999999998181,0.01999999999998181
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,36,113,48.89815,48.92,-0.02185000000000059,0.02185000000000059
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,171,172,398.8242668639125,398.85,-0.025733136087524144,0.025733136087524144
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,203,82,553.52405,553.55,-0.025949999999966167,0.025949999999966167
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,229,95,638.0735,638.1,-0.02650000000005548,0.02650000000005548
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,180,176,457.5713754213539,457.6,-0.028624578646144982,0.028624578646144982
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,159,166,367.3805,367.35,0.03049999999996089,0.03049999999996089
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,155,164,349.5195,349.55,-0.030500000000017735,0.030500000000017735
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,14,99,24.558500000000002,24.59,-0.03149999999999764,0.03149999999999764
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,4,97,12.74625,12.779,-0.03275000000000006,0.03275000000000006
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,165,66,375.916,375.95,-0.033999999999991815,0.033999999999991815
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,206,187,556.9153,556.95,-0.034700000000043474,0.034700000000043474
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,9,98,17.869999999999997,17.835,0.03499999999999659,0.03499999999999659
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,34,111,45.765,45.73,0.035000000000003695,0.035000000000003695
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,54,22,75.24395,75.28,-0.036050000000003024,0.036050000000003024
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,47,19,65.44364999999999,65.48,-0.03635000000001298,0.03635000000001298
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,18,5,29.391750000000002,29.43,-0.0382499999999979,0.0382499999999979
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,35,12,47.211,47.25,-0.03900000000000148,0.03900000000000148
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,124,147,209.21,209.25,-0.03999999999999204,0.03999999999999204
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,105,139,170.29000000000002,170.25,0.040000000000020464,0.040000000000020464
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,190,180,479.09327296170926,479.05,0.0432729617092491,0.0432729617092491
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,51,118,70.2025,70.155,0.04749999999999943,0.04749999999999943
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,106,140,171.1,171.05,0.04999999999998295,0.04999999999998295
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,24,106,34.699,34.75,-0.05100000000000193,0.05100000000000193
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,186,77,472.6985277598817,472.75,-0.05147224011830076,0.05147224011830076
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,53,119,73.34795,73.4,-0.05205000000000837,0.05205000000000837
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,66,125,106.40205120534304,106.35,0.05205120534304797,0.05205120534304797
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,55,120,77.56240625000001,77.51,0.052406250000004206,0.052406250000004206
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,42,115,56.37375,56.32,0.05375000000000085,0.05375000000000085
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,118,144,191.805,191.75,0.05500000000000682,0.05500000000000682
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,38,14,53.743750000000006,53.8,-0.056249999999991473,0.056249999999991473
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,17,102,28.658499999999997,28.715,-0.056500000000003325,0.056500000000003325
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,142,156,259.707,259.65,0.05700000000001637,0.05700000000001637
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,107,40,173.20999999999998,173.15,0.05999999999997385,0.05999999999997385
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,121,46,198.89,198.95,-0.060000000000002274,0.060000000000002274
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,65,27,105.08924325297926,105.15,-0.06075674702074707,0.06075674702074707
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,25,8,35.59625,35.535,0.06125000000000114,0.06125000000000114
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,95,135,158.88,158.95,-0.06999999999999318,0.06999999999999318
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,26,107,36.678,36.75,-0.07200000000000273,0.07200000000000273
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,23,7,34.06775,33.995,0.0727499999999992,0.0727499999999992
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,79,128,133.17649999999998,133.25,-0.0735000000000241,0.0735000000000241
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,223,92,627.62725,627.55,0.07725000000004911,0.07725000000004911
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,93,134,150.97,151.05,-0.0800000000000125,0.0800000000000125
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,30,10,41.6761,41.595,0.08109999999999928,0.08109999999999928
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,62,26,89.871375,89.79,0.0813749999999942,0.0813749999999942
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,139,52,251.23250000000002,251.15,0.08250000000001023,0.08250000000001023
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,52,21,72.199,72.285,-0.08599999999999852,0.08599999999999852
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,13,3,23.59875,23.685,-0.08624999999999972,0.08624999999999972
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,19,103,30.50625,30.42,0.08624999999999972,0.08624999999999972
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,77,30,130.5385,130.45,0.08850000000001046,0.08850000000001046
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,67,28,108.45858734993155,108.55,-0.0914126500684489,0.0914126500684489
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,120,145,193.345,193.25,0.09499999999999886,0.09499999999999886
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,207,84,559.24635,559.15,0.09635000000002947,0.09635000000002947
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,157,165,364.451,364.35,0.10099999999999909,0.10099999999999909
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,119,45,192.645,192.75,-0.10499999999998977,0.10499999999998977
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,182,177,460.2585765824814,460.15,0.10857658248141888,0.10857658248141888
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,161,168,369.43949999999995,369.55,-0.11050000000005866,0.11050000000005866
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,39,15,54.253,54.37,-0.11699999999999733,0.11699999999999733
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,205,83,555.5324499999999,555.65,-0.11755000000005111,0.11755000000005111
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,153,163,341.03,341.15,-0.12000000000000455,0.12000000000000455
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,88,132,143.9715,143.85,0.1214999999999975,0.1214999999999975
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,202,185,552.8218,552.7,0.12180000000000746,0.12180000000000746
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,101,138,166.925,166.8,0.125,0.125
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,140,154,252.02249999999998,252.15,-0.12750000000002615,0.12750000000002615
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,184,76,466.08126014133484,465.95,0.13126014133484887,0.13126014133484887
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,225,93,629.9672499999999,630.1,-0.13275000000010095,0.13275000000010095
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,141,53,258.616,258.75,-0.13400000000001455,0.13400000000001455
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,204,186,554.3449,554.2,0.1449000000000069,0.1449000000000069
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,100,137,165.29500000000002,165.15,0.14500000000001023,0.14500000000001023
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,133,150,232.50444492844252,232.65,-0.1455550715574816,0.1455550715574816
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,138,153,249.8965,250.05,-0.15350000000000819,0.15350000000000819
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,110,42,178.10500000000002,177.95,0.15500000000002956,0.15500000000002956
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,228,194,635.3567,635.2,0.15670000000000073,0.15670000000000073
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,129,148,221.21071117381348,221.05,0.16071117381346767,0.16071117381346767
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,117,44,190.485,190.65,-0.16499999999999204,0.16499999999999204
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,135,50,241.8265,241.65,0.17650000000000432,0.17650000000000432
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,122,146,201.335,201.15,0.18500000000000227,0.18500000000000227
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,15,100,26.459,26.65,-0.19099999999999895,0.19099999999999895
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,150,161,318.24300000000005,318.05,0.19300000000004047,0.19300000000004047
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,97,136,162.2,162.0,0.19999999999998863,0.19999999999998863
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,194,79,503.94836978568867,504.15,-0.201630214311308,0.201630214311308
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,49,116,68.4518,68.655,-0.20319999999999538,0.20319999999999538
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,167,171,378.446,378.65,-0.2039999999999509,0.2039999999999509
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,230,195,638.97825,639.2,-0.22175000000004275,0.22175000000004275
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,166,67,377.221,377.45,-0.228999999999985,0.228999999999985
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,104,39,169.315,169.55,-0.23500000000001364,0.23500000000001364
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,60,121,88.189,88.425,-0.2360000000000042,0.2360000000000042
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,185,178,467.5917234020901,467.35,0.2417234020900878,0.2417234020900878
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,215,88,583.2346,582.95,0.2845999999999549,0.2845999999999549
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,174,173,430.43603283111156,430.15,0.2860328311115836,0.2860328311115836
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,81,129,135.24450000000002,135.55,-0.305499999999995,0.305499999999995
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,3,0,11.14812,10.824,0.32412000000000063,0.32412000000000063
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,152,60,334.381,334.05,0.33099999999996044,0.33099999999996044
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,177,73,449.7844123349564,449.45,0.33441233495642564,0.33441233495642564
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,137,51,248.59,248.25,0.3400000000000034,0.3400000000000034
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,222,91,625.9945,625.65,0.3445000000000391,0.3445000000000391
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,136,152,246.3985,246.75,-0.35149999999998727,0.35149999999998727
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,217,190,590.15975,589.8,0.3597500000000764,0.3597500000000764
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,112,142,180.02499999999998,179.65,0.3749999999999716,0.3749999999999716
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,187,179,474.96885768529137,475.35,-0.38114231470865434,0.38114231470865434
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,75,29,128.939,128.55,0.3889999999999816,0.3889999999999816
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,178,175,453.16077838063734,453.55,-0.3892216193626723,0.3892216193626723
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,70,127,120.99191150410476,120.55,0.4419115041047661,0.4419115041047661
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,213,87,580.7837,580.3,0.4836999999999989,0.4836999999999989
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,226,193,631.7891,632.3,-0.5108999999999924,0.5108999999999924
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,63,122,99.19999999999999,98.65,0.549999999999983,0.549999999999983
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,221,191,615.5110500000001,614.9,0.6110500000000911,0.6110500000000911
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,209,86,562.9008,562.25,0.6508000000000038,0.6508000000000038
no_pre_15_30kyr,15-30 kyr removed,strong_monsoon_start,132,49,231.42677336359188,230.75,0.6767733635918773,0.6767733635918773
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,200,184,534.2897,535.0,-0.7102999999999611,0.7102999999999611
no_pre_15_30kyr,15-30 kyr removed,weak_monsoon_start,145,157,276.21000000000004,276.95,-0.7399999999999523,0.7399999999999523
