catalogue_id,catalogue_label,catalogue_short_label,dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit,event_class,event_class_label
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,lr04_pre_phase,lr04_scaled,0.4221891170561187,1.5252969570789066,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,lr04_pre_phase,pre_phase_sin,0.21652075370273635,1.2417488559730403,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,lr04_pre_phase,pre_phase_cos,-0.04439939124707989,0.956571834751888,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,co2_pre_phase,intercept,-2.133944454644708,0.11836946880062137,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,co2_pre_phase,co2_scaled,-0.16750983577529768,0.8457682984609955,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,co2_pre_phase,pre_phase_sin,0.23691903061151753,1.2673384979976263,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,co2_pre_phase,pre_phase_cos,-0.055104305158975284,0.9463864298181537,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2_pre_phase,intercept,-2.1398108198599846,0.11767710308697028,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2_pre_phase,lr04_scaled,0.8315607058481478,2.296900730723424,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2_pre_phase,co2_scaled,0.5356342946271901,1.7085316110516597,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2_pre_phase,pre_phase_sin,0.2089542934800223,1.2323886690456303,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2_pre_phase,pre_phase_cos,-0.04403314738222509,0.9569222374801668,weak_or_gs_start,Weak/GS start
